Entity,Code,Year,"Total population (Gapminder, HYDE & UN)",Continent,"Health expenditure per capita, PPP (constant 2011 international $)","Life expectancy at birth, total (years)"
East Asia & Pacific (excluding high income),,1980,,,,65.2576415469816
East Asia & Pacific (excluding high income),,1981,,,,65.6869366561996
East Asia & Pacific (excluding high income),,1982,,,,66.0749895395082
East Asia & Pacific (excluding high income),,1983,,,,66.4243109149731
East Asia & Pacific (excluding high income),,1984,,,,66.7411509624657
East Asia & Pacific (excluding high income),,1985,,,,67.0280260710465
East Asia & Pacific (excluding high income),,1986,,,,67.28826184235
East Asia & Pacific (excluding high income),,1987,,,,67.5226713327208
East Asia & Pacific (excluding high income),,1988,,,,67.7349807868417
East Asia & Pacific (excluding high income),,1989,,,,67.9309780860977
East Asia & Pacific (excluding high income),,1990,,,,68.1151334349222
East Asia & Pacific (excluding high income),,1991,,,,68.291030433247
East Asia & Pacific (excluding high income),,1992,,,,68.4630313396003
East Asia & Pacific (excluding high income),,1993,,,,68.6380499540564
East Asia & Pacific (excluding high income),,1994,,,,68.8247678682381
East Asia & Pacific (excluding high income),,1995,,,76.2774085110803,69.0347608619926
East Asia & Pacific (excluding high income),,1996,,,88.4412288502268,69.2803672304857
East Asia & Pacific (excluding high income),,1997,,,98.8396339766424,69.5620641870828
East Asia & Pacific (excluding high income),,1998,,,106.584406161259,69.8798049531817
East Asia & Pacific (excluding high income),,1999,,,117.307299334669,70.2263459103254
East Asia & Pacific (excluding high income),,2000,,,128.776886213885,70.5943126819569
East Asia & Pacific (excluding high income),,2001,,,140.747596800643,70.9717036715478
East Asia & Pacific (excluding high income),,2002,,,159.314863469043,71.3429713365949
East Asia & Pacific (excluding high income),,2003,,,180.017238328021,71.6966983127618
East Asia & Pacific (excluding high income),,2004,,,195.672044602661,72.0258050184806
East Asia & Pacific (excluding high income),,2005,,,221.685270053701,72.3253262185058
East Asia & Pacific (excluding high income),,2006,,,247.631559144031,72.5950769173238
East Asia & Pacific (excluding high income),,2007,,,275.814579860627,72.8412906714921
East Asia & Pacific (excluding high income),,2008,,,314.835679396369,73.0702965937426
East Asia & Pacific (excluding high income),,2009,,,370.874863587061,73.2836488892432
East Asia & Pacific (excluding high income),,2010,,,395.250263291425,73.4823446954104
East Asia & Pacific (excluding high income),,2011,,,444.257809707503,73.6691348505637
East Asia & Pacific (excluding high income),,2012,,,505.727592948027,73.845817643227
East Asia & Pacific (excluding high income),,2013,,,556.443480212326,74.0134910071165
East Asia & Pacific (excluding high income),,2014,,,613.935907104539,74.1762412179218
East Asia & Pacific (excluding high income),,2015,,,,74.3349735695129
East Asia & Pacific (excluding high income),,2016,,,,74.4925325576175
Euro area,,1960,,,,69.274483684014
Euro area,,1961,,,,69.6452667548157
Euro area,,1962,,,,69.6038869024486
Euro area,,1963,,,,69.7735332814793
Euro area,,1964,,,,70.2334968620701
Euro area,,1965,,,,70.319794764196
Euro area,,1966,,,,70.5967025836067
Euro area,,1967,,,,70.7368900533402
Euro area,,1968,,,,70.7871373880975
Euro area,,1969,,,,70.7939165716523
Euro area,,1970,,,,71.1583122930886
Euro area,,1971,,,,71.2662748128238
Euro area,,1972,,,,71.6058064755353
Euro area,,1973,,,,71.701034584496
Euro area,,1974,,,,72.0268567829313
Euro area,,1975,,,,72.17027683589
Euro area,,1976,,,,72.4357780430856
Euro area,,1977,,,,72.7910814634574
Euro area,,1978,,,,73.0122015847906
Euro area,,1979,,,,73.3353892092198
Euro area,,1980,,,,73.5296239919765
Euro area,,1981,,,,73.812342654196
Euro area,,1982,,,,74.1552106037526
Euro area,,1983,,,,74.2297241829691
Euro area,,1984,,,,74.5878752489138
Euro area,,1985,,,,74.7575598993759
Euro area,,1986,,,,75.0569204700292
Euro area,,1987,,,,75.3480820867599
Euro area,,1988,,,,75.535692384406
Euro area,,1989,,,,75.7615255159746
Euro area,,1990,,,,75.9114532653494
Euro area,,1991,,,,76.025066498068
Euro area,,1992,,,,76.3800851083396
Euro area,,1993,,,,76.4867305900405
Euro area,,1994,,,,76.7950188371911
Euro area,,1995,,,1749.06579570463,76.9556835588635
Euro area,,1996,,,1830.55997475096,77.2182105146185
Euro area,,1997,,,1888.78864364066,77.5813573399368
Euro area,,1998,,,1971.47023141889,77.7969376438583
Euro area,,1999,,,2061.47912805985,78.020997375649
Euro area,,2000,,,2196.32127673402,78.2748926912842
Euro area,,2001,,,2342.41896348052,78.597115511504
Euro area,,2002,,,2476.9152181597,78.6844678776239
Euro area,,2003,,,2582.92031042659,78.7071825494894
Euro area,,2004,,,2693.34586446313,79.2787016221772
Euro area,,2005,,,2870.64893332789,79.4262861302399
Euro area,,2006,,,3085.07919625402,79.8561324119991
Euro area,,2007,,,3231.12263422225,80.0998851001265
Euro area,,2008,,,3460.79722553611,80.3029158374912
Euro area,,2009,,,3624.74056506095,80.5051815800699
Euro area,,2010,,,3700.75402845834,80.7467810041428
Euro area,,2011,,,3811.29606678455,81.2328031748937
Euro area,,2012,,,3847.90850063716,81.2270979386238
Euro area,,2013,,,3885.81058624174,81.5129528903896
Euro area,,2014,,,4006.68000556723,81.9332888456329
Euro area,,2015,,,,81.5596100692018
Euro area,,2016,,,,81.5599298047669
Europe,,-10000,706597,,,
Europe,,-9000,997425,,,
Europe,,-8000,1419331,,,
Europe,,-7000,2034939,,,
Europe,,-6000,2938442,,,
Europe,,-5000,4273580,,,
Europe,,-4000,6256696,,,
Europe,,-3000,9272386,,,
Europe,,-2000,14363294,,,
Europe,,-1000,22834476,,,
Europe,,0,38492728,,,
Europe,,100,39600740,,,
Europe,,200,40762888,,,
Europe,,300,38894400,,,
Europe,,400,37083924,,,
Europe,,500,32738692,,,
Europe,,600,28298920,,,
Europe,,700,30122550,,,
Europe,,800,32164486,,,
Europe,,900,35550032,,,
Europe,,1000,38951888,,,
Europe,,1100,46999896,,,
Europe,,1200,62684248,,,
Europe,,1300,82290912,,,
Europe,,1400,63762264,,,
Europe,,1500,84369664,,,
Europe,,1600,105798984,,,
Europe,,1700,121197136,,,
Europe,,1710,129225232,,,
Europe,,1720,135675968,,,
Europe,,1730,142272528,,,
Europe,,1740,149024608,,,
Europe,,1750,155942992,,,
Europe,,1760,163034880,,,
Europe,,1770,170222960,,,
Europe,,1780,178045408,,,
Europe,,1790,186443808,,,
Europe,,1800,194630464,,,
Europe,,1810,204275728,,,
Europe,,1820,218626736,,,
Europe,,1830,236640048,,,
Europe,,1840,258849824,,,
Europe,,1850,275188224,,,
Europe,,1860,297392288,,,
Europe,,1870,318623168,,,
Europe,,1880,350728832,,,
Europe,,1890,383980640,,,
Europe,,1900,421186688,,,
Europe,,1910,474065376,,,
Europe,,1920,477206560,,,
Europe,,1930,513773856,,,
Europe,,1940,561190400,,,
Europe,,1950,549329024,,,
Europe,,1951,554324992,,,
Europe,,1952,559694016,,,
Europe,,1953,565281984,,,
Europe,,1954,570969984,,,
Europe,,1955,576678976,,,
Europe,,1956,582371008,,,
Europe,,1957,588048000,,,
Europe,,1958,593742976,,,
Europe,,1959,599513024,,,
Europe,,1960,605406976,,,
Europe,,1961,611433984,,,
Europe,,1962,617536000,,,
Europe,,1963,623574976,,,
Europe,,1964,629366976,,,
Europe,,1965,634782976,,,
Europe,,1966,639761984,,,
Europe,,1967,644345024,,,
Europe,,1968,648636032,,,
Europe,,1969,652790016,,,
Europe,,1970,656918976,,,
Europe,,1971,661056000,,,
Europe,,1972,665164032,,,
Europe,,1973,669208000,,,
Europe,,1974,673132032,,,
Europe,,1975,676894976,,,
Europe,,1976,680497984,,,
Europe,,1977,683960000,,,
Europe,,1978,687286016,,,
Europe,,1979,690484992,,,
Europe,,1980,693566976,,,
Europe,,1981,696513024,,,
Europe,,1982,699329984,,,
Europe,,1983,702070016,,,
Europe,,1984,704806976,,,
Europe,,1985,707584000,,,
Europe,,1986,710422016,,,
Europe,,1987,713278976,,,
Europe,,1988,716057024,,,
Europe,,1989,718617024,,,
Europe,,1990,720857984,,,
Europe,,1991,722776000,,,
Europe,,1992,724390016,,,
Europe,,1993,725657024,,,
Europe,,1994,726529024,,,
Europe,,1995,726993984,,,
Europe,,1996,727020032,,,
Europe,,1997,726668992,,,
Europe,,1998,726142016,,,
Europe,,1999,725705024,,,
Europe,,2000,725558016,,,
Europe,,2001,725772032,,,
Europe,,2002,726312000,,,
Europe,,2003,727134016,,,
Europe,,2004,728150016,,,
Europe,,2005,729288000,,,
Europe,,2006,730547008,,,
Europe,,2007,731939008,,,
Europe,,2008,733416000,,,
Europe,,2009,734923008,,,
Europe,,2010,736412992,,,
Europe,,2011,737851008,,,
Europe,,2012,739225024,,,
Europe,,2013,740542016,,,
Europe,,2014,741817984,,,
Europe,,2015,743059008,,,
Europe,,2016,744268992,,,
Europe,,2017,745414976,,,
Europe,,2018,746419008,,,
Europe,,2019,747182976,,,
Europe & Central Asia,,1960,,,,67.0374456460047
Europe & Central Asia,,1961,,,,67.4005976377579
Europe & Central Asia,,1962,,,,67.4934192939521
Europe & Central Asia,,1963,,,,67.7620035001948
Europe & Central Asia,,1964,,,,68.1580799970085
Europe & Central Asia,,1965,,,,68.3084212633907
Europe & Central Asia,,1966,,,,68.5175324284995
Europe & Central Asia,,1967,,,,68.6405382502617
Europe & Central Asia,,1968,,,,68.7097583717102
Europe & Central Asia,,1969,,,,68.7156212172011
Europe & Central Asia,,1970,,,,68.9930416292631
Europe & Central Asia,,1971,,,,69.1296280236473
Europe & Central Asia,,1972,,,,69.3337813198581
Europe & Central Asia,,1973,,,,69.4290308953883
Europe & Central Asia,,1974,,,,69.6327499413669
Europe & Central Asia,,1975,,,,69.6073868567392
Europe & Central Asia,,1976,,,,69.7082024689227
Europe & Central Asia,,1977,,,,69.8806867259641
Europe & Central Asia,,1978,,,,69.9700990595614
Europe & Central Asia,,1979,,,,70.0890978259054
Europe & Central Asia,,1980,,,,70.1934279521688
Europe & Central Asia,,1981,,,,70.4584916655522
Europe & Central Asia,,1982,,,,70.749550835508
Europe & Central Asia,,1983,,,,70.8190152041582
Europe & Central Asia,,1984,,,,70.9693904167093
Europe & Central Asia,,1985,,,,71.1819401235027
Europe & Central Asia,,1986,,,,71.6669562406911
Europe & Central Asia,,1987,,,,71.8838535317715
Europe & Central Asia,,1988,,,,72.0114845907485
Europe & Central Asia,,1989,,,,72.0741689644662
Europe & Central Asia,,1990,,,,72.0771679099716
Europe & Central Asia,,1991,,,,71.986385639882
Europe & Central Asia,,1992,,,,71.9162978905402
Europe & Central Asia,,1993,,,,71.5985239333488
Europe & Central Asia,,1994,,,,71.6666366045067
Europe & Central Asia,,1995,,,950.305604802275,71.7656136987534
Europe & Central Asia,,1996,,,998.082547113073,72.1519851487876
Europe & Central Asia,,1997,,,1050.2258105115,72.5588883093229
Europe & Central Asia,,1998,,,1089.99010074436,72.8664639502896
Europe & Central Asia,,1999,,,1142.25582831029,72.91646444651
Europe & Central Asia,,2000,,,1224.82906389205,73.0708005190979
Europe & Central Asia,,2001,,,1320.20664553417,73.346569435618
Europe & Central Asia,,2002,,,1418.12849882839,73.4337937270446
Europe & Central Asia,,2003,,,1497.56425738429,73.545114174309
Europe & Central Asia,,2004,,,1581.97370582454,73.9782434688798
Europe & Central Asia,,2005,,,1699.87843715635,74.1398942484846
Europe & Central Asia,,2006,,,1860.15803731948,74.634339026746
Europe & Central Asia,,2007,,,1972.15780102611,74.9905084966995
Europe & Central Asia,,2008,,,2171.15574907786,75.2474934805903
Europe & Central Asia,,2009,,,2296.42655051573,75.6407690582016
Europe & Central Asia,,2010,,,2320.37695677526,75.9292326451287
Europe & Central Asia,,2011,,,2397.61094485758,76.4417573702601
Europe & Central Asia,,2012,,,2461.09060137967,76.588404959959
Europe & Central Asia,,2013,,,2516.46011824977,76.901452601713
Europe & Central Asia,,2014,,,2578.14824979516,77.2175838243798
Europe & Central Asia,,2015,,,,77.1566342219048
Europe & Central Asia,,2016,,,,77.281446041516
Europe & Central Asia (IDA & IBRD),,1960,,,,63.8341124187175
Europe & Central Asia (IDA & IBRD),,1961,,,,64.3093402264583
Europe & Central Asia (IDA & IBRD),,1962,,,,64.6286669258568
Europe & Central Asia (IDA & IBRD),,1963,,,,65.0492993703047
Europe & Central Asia (IDA & IBRD),,1964,,,,65.3429154047332
Europe & Central Asia (IDA & IBRD),,1965,,,,65.622508617683
Europe & Central Asia (IDA & IBRD),,1966,,,,65.8133787787159
Europe & Central Asia (IDA & IBRD),,1967,,,,65.8824027304617
Europe & Central Asia (IDA & IBRD),,1968,,,,66.0888368599591
Europe & Central Asia (IDA & IBRD),,1969,,,,66.1187527205733
Europe & Central Asia (IDA & IBRD),,1970,,,,66.3511714386694
Europe & Central Asia (IDA & IBRD),,1971,,,,66.5090818386085
Europe & Central Asia (IDA & IBRD),,1972,,,,66.648687443067
Europe & Central Asia (IDA & IBRD),,1973,,,,66.7475262709514
Europe & Central Asia (IDA & IBRD),,1974,,,,66.8846900267629
Europe & Central Asia (IDA & IBRD),,1975,,,,66.6787324890999
Europe & Central Asia (IDA & IBRD),,1976,,,,66.675722614343
Europe & Central Asia (IDA & IBRD),,1977,,,,66.6604473314611
Europe & Central Asia (IDA & IBRD),,1978,,,,66.7114070032987
Europe & Central Asia (IDA & IBRD),,1979,,,,66.6942900929315
Europe & Central Asia (IDA & IBRD),,1980,,,,66.741450410129
Europe & Central Asia (IDA & IBRD),,1981,,,,67.022241597021
Europe & Central Asia (IDA & IBRD),,1982,,,,67.3269582454803
Europe & Central Asia (IDA & IBRD),,1983,,,,67.4219953431196
Europe & Central Asia (IDA & IBRD),,1984,,,,67.3975105613639
Europe & Central Asia (IDA & IBRD),,1985,,,,67.7482351985612
Europe & Central Asia (IDA & IBRD),,1986,,,,68.4599670342294
Europe & Central Asia (IDA & IBRD),,1987,,,,68.6170397306466
Europe & Central Asia (IDA & IBRD),,1988,,,,68.7216113909072
Europe & Central Asia (IDA & IBRD),,1989,,,,68.6559218175293
Europe & Central Asia (IDA & IBRD),,1990,,,,68.5327598517852
Europe & Central Asia (IDA & IBRD),,1991,,,,68.2789664856915
Europe & Central Asia (IDA & IBRD),,1992,,,,67.7426320925276
Europe & Central Asia (IDA & IBRD),,1993,,,,67.0205655017412
Europe & Central Asia (IDA & IBRD),,1994,,,,66.8118767031686
Europe & Central Asia (IDA & IBRD),,1995,,,255.43375059083,66.879654935192
Europe & Central Asia (IDA & IBRD),,1996,,,268.339793332072,67.3582029018612
Europe & Central Asia (IDA & IBRD),,1997,,,314.080542490465,67.9333771054695
Europe & Central Asia (IDA & IBRD),,1998,,,311.778489658998,68.2725432597242
Europe & Central Asia (IDA & IBRD),,1999,,,318.510413818816,68.1503686910424
Europe & Central Asia (IDA & IBRD),,2000,,,345.795893346092,68.2511882418047
Europe & Central Asia (IDA & IBRD),,2001,,,376.743356555762,68.4601824586629
Europe & Central Asia (IDA & IBRD),,2002,,,423.387746089233,68.5084519970041
Europe & Central Asia (IDA & IBRD),,2003,,,460.36303653249,68.6346033322991
Europe & Central Asia (IDA & IBRD),,2004,,,500.879341383519,68.9576359468728
Europe & Central Asia (IDA & IBRD),,2005,,,562.195114316495,69.0899142663025
Europe & Central Asia (IDA & IBRD),,2006,,,664.190786091876,69.6685496434906
Europe & Central Asia (IDA & IBRD),,2007,,,744.744900165152,70.1342205301489
Europe & Central Asia (IDA & IBRD),,2008,,,916.797244460639,70.4261338925208
Europe & Central Asia (IDA & IBRD),,2009,,,998.130704905548,70.9813494708571
Europe & Central Asia (IDA & IBRD),,2010,,,1003.57493863884,71.3026974132358
Europe & Central Asia (IDA & IBRD),,2011,,,1043.17493080237,71.8535587661487
Europe & Central Asia (IDA & IBRD),,2012,,,1121.23538778164,72.1521325484734
Europe & Central Asia (IDA & IBRD),,2013,,,1186.01410720771,72.5298845458114
Europe & Central Asia (IDA & IBRD),,2014,,,1212.15764321144,72.7648034109717
Europe & Central Asia (IDA & IBRD),,2015,,,,72.992001083316
Europe & Central Asia (IDA & IBRD),,2016,,,,73.249053221103
Europe & Central Asia (excluding high income),,1960,,,,63.395793516232
Europe & Central Asia (excluding high income),,1961,,,,63.9158470985132
Europe & Central Asia (excluding high income),,1962,,,,64.3093713668292
Europe & Central Asia (excluding high income),,1963,,,,64.6734702000171
Europe & Central Asia (excluding high income),,1964,,,,64.9709169161421
Europe & Central Asia (excluding high income),,1965,,,,65.1944954273015
Europe & Central Asia (excluding high income),,1966,,,,65.3625814246908
Europe & Central Asia (excluding high income),,1967,,,,65.479769068971
Europe & Central Asia (excluding high income),,1968,,,,65.6216801683157
Europe & Central Asia (excluding high income),,1969,,,,65.7059470863128
Europe & Central Asia (excluding high income),,1970,,,,65.9492028290004
Europe & Central Asia (excluding high income),,1971,,,,66.15188107909
Europe & Central Asia (excluding high income),,1972,,,,66.194069503684
Europe & Central Asia (excluding high income),,1973,,,,66.3023786884473
Europe & Central Asia (excluding high income),,1974,,,,66.4057071922375
Europe & Central Asia (excluding high income),,1975,,,,66.2238500826718
Europe & Central Asia (excluding high income),,1976,,,,66.2049920227177
Europe & Central Asia (excluding high income),,1977,,,,66.2115889906545
Europe & Central Asia (excluding high income),,1978,,,,66.278074837381
Europe & Central Asia (excluding high income),,1979,,,,66.2199415701092
Europe & Central Asia (excluding high income),,1980,,,,66.3451558419168
Europe & Central Asia (excluding high income),,1981,,,,66.560273184592
Europe & Central Asia (excluding high income),,1982,,,,66.8940092958188
Europe & Central Asia (excluding high income),,1983,,,,67.0139093097087
Europe & Central Asia (excluding high income),,1984,,,,67.0087740878674
Europe & Central Asia (excluding high income),,1985,,,,67.4185373292981
Europe & Central Asia (excluding high income),,1986,,,,68.1761365877744
Europe & Central Asia (excluding high income),,1987,,,,68.3470035303971
Europe & Central Asia (excluding high income),,1988,,,,68.4206933453851
Europe & Central Asia (excluding high income),,1989,,,,68.373859970962
Europe & Central Asia (excluding high income),,1990,,,,68.248953240642
Europe & Central Asia (excluding high income),,1991,,,,68.0055464279558
Europe & Central Asia (excluding high income),,1992,,,,67.36486643754
Europe & Central Asia (excluding high income),,1993,,,,66.5060596289137
Europe & Central Asia (excluding high income),,1994,,,,66.2601210875502
Europe & Central Asia (excluding high income),,1995,,,240.600905769477,66.3121670365753
Europe & Central Asia (excluding high income),,1996,,,248.240394650901,66.8081817893408
Europe & Central Asia (excluding high income),,1997,,,296.611781599594,67.4157578167385
Europe & Central Asia (excluding high income),,1998,,,288.126844483484,67.7506563674979
Europe & Central Asia (excluding high income),,1999,,,294.172766054853,67.6058173986822
Europe & Central Asia (excluding high income),,2000,,,322.777159832542,67.6641686329781
Europe & Central Asia (excluding high income),,2001,,,351.070279597493,67.8322971981389
Europe & Central Asia (excluding high income),,2002,,,393.460718825628,67.8542547675177
Europe & Central Asia (excluding high income),,2003,,,432.439403589012,67.9861887631274
Europe & Central Asia (excluding high income),,2004,,,471.294537080233,68.3107728285698
Europe & Central Asia (excluding high income),,2005,,,533.829084030686,68.4469207099653
Europe & Central Asia (excluding high income),,2006,,,638.159634196818,69.0683431903758
Europe & Central Asia (excluding high income),,2007,,,714.41104804548,69.5774815860247
Europe & Central Asia (excluding high income),,2008,,,885.711368313324,69.8710004576859
Europe & Central Asia (excluding high income),,2009,,,963.215805704265,70.4705462438662
Europe & Central Asia (excluding high income),,2010,,,962.481006971896,70.7741392561805
Europe & Central Asia (excluding high income),,2011,,,999.217303956985,71.3417600794036
Europe & Central Asia (excluding high income),,2012,,,1081.53846198342,71.6682039260765
Europe & Central Asia (excluding high income),,2013,,,1153.97316238081,72.0627234831536
Europe & Central Asia (excluding high income),,2014,,,1178.99587141149,72.2654704208553
Europe & Central Asia (excluding high income),,2015,,,,72.5357946123155
Europe & Central Asia (excluding high income),,2016,,,,72.814723142868
European Union,,1960,,,,69.2800447154363
European Union,,1961,,,,69.5899547916301
European Union,,1962,,,,69.5152634997829
European Union,,1963,,,,69.760019461125
European Union,,1964,,,,70.2267870229951
European Union,,1965,,,,70.3376127667177
European Union,,1966,,,,70.568132038779
European Union,,1967,,,,70.6780584015881
European Union,,1968,,,,70.7242075029447
European Union,,1969,,,,70.679682938237
European Union,,1970,,,,70.9988105065152
European Union,,1971,,,,71.1069815707548
European Union,,1972,,,,71.4151397467929
European Union,,1973,,,,71.5354270804499
European Union,,1974,,,,71.8261862461727
European Union,,1975,,,,71.9220639580037
European Union,,1976,,,,72.1266313905516
European Union,,1977,,,,72.4103575990444
European Union,,1978,,,,72.5253302532249
European Union,,1979,,,,72.769370379028
European Union,,1980,,,,72.8641069950217
European Union,,1981,,,,73.2032927243806
European Union,,1982,,,,73.4647948985209
European Union,,1983,,,,73.5279445288946
European Union,,1984,,,,73.8030282771145
European Union,,1985,,,,73.8772792644641
European Union,,1986,,,,74.1453000823406
European Union,,1987,,,,74.3884376430068
European Union,,1988,,,,74.5781406709545
European Union,,1989,,,,74.7440118796121
European Union,,1990,,,,74.8688090391416
European Union,,1991,,,,74.9689532653533
European Union,,1992,,,,75.2880145206698
European Union,,1993,,,,75.3947026144894
European Union,,1994,,,,75.6906959953139
European Union,,1995,,,1443.89783944683,75.8153312081069
European Union,,1996,,,1517.9708273404,76.0673766072879
European Union,,1997,,,1567.42179804732,76.3609902313537
European Union,,1998,,,1640.20166319613,76.5958524125549
European Union,,1999,,,1725.69759624451,76.8253095130143
European Union,,2000,,,1845.45144226246,77.1586852340439
European Union,,2001,,,1987.86540138302,77.4932017259099
European Union,,2002,,,2120.2456067452,77.6059246013707
European Union,,2003,,,2228.2569003493,77.6935339059105
European Union,,2004,,,2343.08521667525,78.1930457277725
European Union,,2005,,,2498.68006485285,78.3649011362542
European Union,,2006,,,2692.49623743637,78.7390425916512
European Union,,2007,,,2826.92246160713,78.9683005321823
European Union,,2008,,,3040.49323737848,79.1831433126818
European Union,,2009,,,3197.25051861905,79.4423119097364
European Union,,2010,,,3243.61748401643,79.7248489702654
European Union,,2011,,,3347.11812009444,80.2398746474138
European Union,,2012,,,3389.90436824132,80.2512221136288
European Union,,2013,,,3432.98933083643,80.5327022524382
European Union,,2014,,,3523.83697167563,80.921241049376
European Union,,2015,,,,80.6141187762953
European Union,,2016,,,,80.6203980639033
Fragile and conflict affected situations,,1960,,,,40.8189286789489
Fragile and conflict affected situations,,1961,,,,41.3419670248563
Fragile and conflict affected situations,,1962,,,,41.8868822235923
Fragile and conflict affected situations,,1963,,,,42.4591218299577
Fragile and conflict affected situations,,1964,,,,43.0582485653045
Fragile and conflict affected situations,,1965,,,,43.6768111305133
Fragile and conflict affected situations,,1966,,,,44.3027613567215
Fragile and conflict affected situations,,1967,,,,44.9205716577223
Fragile and conflict affected situations,,1968,,,,45.5176487364495
Fragile and conflict affected situations,,1969,,,,46.088202108702
Fragile and conflict affected situations,,1970,,,,46.6304974257038
Fragile and conflict affected situations,,1971,,,,47.1483376983004
Fragile and conflict affected situations,,1972,,,,47.6488261541572
Fragile and conflict affected situations,,1973,,,,48.1349753541665
Fragile and conflict affected situations,,1974,,,,48.6052913380824
Fragile and conflict affected situations,,1975,,,,49.0550219610637
Fragile and conflict affected situations,,1976,,,,49.4786127796287
Fragile and conflict affected situations,,1977,,,,49.8754535377414
Fragile and conflict affected situations,,1978,,,,50.2512163471567
Fragile and conflict affected situations,,1979,,,,50.6153820868479
Fragile and conflict affected situations,,1980,,,,50.9796079438726
Fragile and conflict affected situations,,1981,,,,51.4631140896132
Fragile and conflict affected situations,,1982,,,,51.8529008062845
Fragile and conflict affected situations,,1983,,,,52.2564932793921
Fragile and conflict affected situations,,1984,,,,52.6692645650867
Fragile and conflict affected situations,,1985,,,,53.0811810244822
Fragile and conflict affected situations,,1986,,,,53.4814880176336
Fragile and conflict affected situations,,1987,,,,53.8616547269173
Fragile and conflict affected situations,,1988,,,,54.1994667209427
Fragile and conflict affected situations,,1989,,,,54.4983985317896
Fragile and conflict affected situations,,1990,,,,54.8538123741812
Fragile and conflict affected situations,,1991,,,,55.0653391650758
Fragile and conflict affected situations,,1992,,,,55.2404667532874
Fragile and conflict affected situations,,1993,,,,55.3924628293949
Fragile and conflict affected situations,,1994,,,,55.5318947041137
Fragile and conflict affected situations,,1995,,,79.8674150748206,55.6691797504884
Fragile and conflict affected situations,,1996,,,84.549658627929,55.8121668404003
Fragile and conflict affected situations,,1997,,,86.7789683405292,55.9684080007648
Fragile and conflict affected situations,,1998,,,90.7737554934257,56.1365922551355
Fragile and conflict affected situations,,1999,,,86.6636031585749,56.3191173031556
Fragile and conflict affected situations,,2000,,,87.2747309049501,56.5582441469102
Fragile and conflict affected situations,,2001,,,91.5325625725221,56.8378180423926
Fragile and conflict affected situations,,2002,,,93.1457794119018,57.1618179623127
Fragile and conflict affected situations,,2003,,,94.9436719691082,57.525789985472
Fragile and conflict affected situations,,2004,,,102.25733726153,57.9233460737886
Fragile and conflict affected situations,,2005,,,99.6395616031072,58.3453912203636
Fragile and conflict affected situations,,2006,,,106.580207541926,58.7829501518037
Fragile and conflict affected situations,,2007,,,113.740577322263,59.2233204279086
Fragile and conflict affected situations,,2008,,,123.02617015467,59.6543113110306
Fragile and conflict affected situations,,2009,,,162.265668835849,60.0683240929108
Fragile and conflict affected situations,,2010,,,153.901244745141,60.4610416107455
Fragile and conflict affected situations,,2011,,,148.745656751538,60.8353765844025
Fragile and conflict affected situations,,2012,,,180.647651165596,61.1985803288185
Fragile and conflict affected situations,,2013,,,195.12271350304,61.5547186511445
Fragile and conflict affected situations,,2014,,,195.24874205517,61.9026323549994
Fragile and conflict affected situations,,2015,,,,62.2405420964978
Fragile and conflict affected situations,,2016,,,,62.5694023862998
Heavily indebted poor countries (HIPC),,1960,,,,39.5745923289298
Heavily indebted poor countries (HIPC),,1961,,,,40.0093200642896
Heavily indebted poor countries (HIPC),,1962,,,,40.4364929513784
Heavily indebted poor countries (HIPC),,1963,,,,40.8547463212236
Heavily indebted poor countries (HIPC),,1964,,,,41.2643779943996
Heavily indebted poor countries (HIPC),,1965,,,,41.667383355312
Heavily indebted poor countries (HIPC),,1966,,,,42.0672801617187
Heavily indebted poor countries (HIPC),,1967,,,,42.4674861479064
Heavily indebted poor countries (HIPC),,1968,,,,42.8705612435175
Heavily indebted poor countries (HIPC),,1969,,,,43.2767440481637
Heavily indebted poor countries (HIPC),,1970,,,,43.6866204110467
Heavily indebted poor countries (HIPC),,1971,,,,44.0996747825174
Heavily indebted poor countries (HIPC),,1972,,,,44.5128780484762
Heavily indebted poor countries (HIPC),,1973,,,,44.9215579611752
Heavily indebted poor countries (HIPC),,1974,,,,45.3230031706981
Heavily indebted poor countries (HIPC),,1975,,,,45.7118005635601
Heavily indebted poor countries (HIPC),,1976,,,,46.083007644939
Heavily indebted poor countries (HIPC),,1977,,,,46.4361444166829
Heavily indebted poor countries (HIPC),,1978,,,,46.7726047103793
Heavily indebted poor countries (HIPC),,1979,,,,47.0946344446403
Heavily indebted poor countries (HIPC),,1980,,,,47.4073376296467
Heavily indebted poor countries (HIPC),,1981,,,,47.7163305042426
Heavily indebted poor countries (HIPC),,1982,,,,48.0242351174177
Heavily indebted poor countries (HIPC),,1983,,,,48.3298548047762
Heavily indebted poor countries (HIPC),,1984,,,,48.6283181294624
Heavily indebted poor countries (HIPC),,1985,,,,48.9062485139819
Heavily indebted poor countries (HIPC),,1986,,,,49.1462698078047
Heavily indebted poor countries (HIPC),,1987,,,,49.3374522769759
Heavily indebted poor countries (HIPC),,1988,,,,49.4773492501937
Heavily indebted poor countries (HIPC),,1989,,,,49.5784061527639
Heavily indebted poor countries (HIPC),,1990,,,,49.6632764891295
Heavily indebted poor countries (HIPC),,1991,,,,49.7609479692103
Heavily indebted poor countries (HIPC),,1992,,,,49.8924230696314
Heavily indebted poor countries (HIPC),,1993,,,,50.0638778972896
Heavily indebted poor countries (HIPC),,1994,,,,50.2667207194717
