Entity,Code,Year,"Total population (Gapminder, HYDE & UN)",Continent,"Health expenditure per capita, PPP (constant 2011 international $)","Life expectancy at birth, total (years)",Region And Year,,Year,"Total population (Gapminder, HYDE & UN)",Continent,"GDP per capita, PPP (constant 2011 international $)",Diabetes prevalence (% of population ages 20 to 79),,,,,,,,,,,,,Entity,Code,Year,"Total population (Gapminder, HYDE & UN)",Continent,"GDP per capita, PPP (constant 2011 international $)",Diabetes prevalence (% of population ages 20 to 79),Region and year
Europe,,1959,599513024,,,,Europe1959,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,High income,,1993,,,29433.870025562,,High income1993
Europe,,1960,605406976,,,,Europe1960,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,High income,,1994,,,30201.5181574448,,High income1994
Europe,,1961,611433984,,,,Europe1961,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,High income,,1995,,,30802.8983548127,,High income1995
Europe,,1962,617536000,,,,Europe1962,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,High income,,1996,,,31544.6118754673,,High income1996
Europe,,1963,623574976,,,,Europe1963,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,High income,,1997,,,32448.8191674457,,High income1997
Europe,,1964,629366976,,,,Europe1964,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,High income,,1998,,,33131.8450582209,,High income1998
Europe,,1965,634782976,,,,Europe1965,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,High income,,1999,,,33976.4259979648,,High income1999
Europe,,1966,639761984,,,,Europe1966,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,High income,,2000,,,35153.3781076122,,High income2000
Europe,,1967,644345024,,,,Europe1967,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,High income,,2001,,,35398.4854995382,,High income2001
Europe,,1968,648636032,,,,Europe1968,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,High income,,2002,,,35675.7512903802,,High income2002
Europe,,1969,652790016,,,,Europe1969,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,High income,,2003,,,36306.1233684329,,High income2003
Europe,,1970,656918976,,,,Europe1970,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,High income,,2004,,,37352.7024827626,,High income2004
Europe,,1971,661056000,,,,Europe1971,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,High income,,2005,,,38205.9181678157,,High income2005
Europe,,1972,665164032,,,,Europe1972,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,High income,,2006,,,39161.419650854,,High income2006
Europe,,1973,669208000,,,,Europe1973,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,High income,,2007,,,39964.8677348267,,High income2007
Europe,,1974,673132032,,,,Europe1974,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,High income,,2008,,,39873.4292232788,,High income2008
Europe,,1975,676894976,,,,Europe1975,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,High income,,2009,,,38278.3900854261,,High income2009
Europe,,1976,680497984,,,,Europe1976,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,High income,,2010,,,39243.6926772202,,High income2010
Europe,,1977,683960000,,,,Europe1977,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,High income,,2011,,,39921.9799458844,,High income2011
Europe,,1978,687286016,,,,Europe1978,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,High income,,2012,,,40222.8405755865,,High income2012
Europe,,1979,690484992,,,,Europe1979,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,High income,,2013,,,40567.2174862876,,High income2013
Europe,,1980,693566976,,,,Europe1980,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,High income,,2014,,,41163.8845172625,,High income2014
Europe,,1981,696513024,,,,Europe1981,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,High income,,2015,,,41900.91825283,,High income2015
Europe,,1982,699329984,,,,Europe1982,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,High income,,2016,,,42350.8308677509,,High income2016
Europe,,1983,702070016,,,,Europe1983,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,High income,,2017,,,43053.7566150383,7.85435636243331,High income2017
Europe,,1984,704806976,,,,Europe1984,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IBRD only,,1990,,,4883.05141348565,,IBRD only1990
Europe,,1985,707584000,,,,Europe1985,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IBRD only,,1991,,,4842.50285985717,,IBRD only1991
Europe,,1986,710422016,,,,Europe1986,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IBRD only,,1992,,,4818.09487418956,,IBRD only1992
Europe,,1987,713278976,,,,Europe1987,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IBRD only,,1993,,,4885.45750437908,,IBRD only1993
Europe,,1988,716057024,,,,Europe1988,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IBRD only,,1994,,,4938.08721697115,,IBRD only1994
Europe,,1989,718617024,,,,Europe1989,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IBRD only,,1995,,,5060.4300836059,,IBRD only1995
Europe,,1990,720857984,,,,Europe1990,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IBRD only,,1996,,,5249.45165656012,,IBRD only1996
Europe,,1991,722776000,,,,Europe1991,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IBRD only,,1997,,,5434.32148940129,,IBRD only1997
Europe,,1992,724390016,,,,Europe1992,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IBRD only,,1998,,,5470.466862131,,IBRD only1998
Europe,,1993,725657024,,,,Europe1993,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IBRD only,,1999,,,5608.29783323151,,IBRD only1999
Europe,,1994,726529024,,,,Europe1994,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IBRD only,,2000,,,5857.43546944754,,IBRD only2000
Europe,,1995,726993984,,,,Europe1995,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IBRD only,,2001,,,5999.92609867186,,IBRD only2001
Europe,,1996,727020032,,,,Europe1996,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IBRD only,,2002,,,6195.3382087642,,IBRD only2002
Europe,,1997,726668992,,,,Europe1997,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IBRD only,,2003,,,6483.88451225716,,IBRD only2003
Europe,,1998,726142016,,,,Europe1998,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IBRD only,,2004,,,6910.34414716987,,IBRD only2004
Europe,,1999,725705024,,,,Europe1999,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IBRD only,,2005,,,7329.4353131427,,IBRD only2005
Europe,,2000,725558016,,,,Europe2000,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IBRD only,,2006,,,7850.11561419003,,IBRD only2006
Europe,,2001,725772032,,,,Europe2001,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IBRD only,,2007,,,8459.83576826371,,IBRD only2007
Europe,,2002,726312000,,,,Europe2002,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IBRD only,,2008,,,8846.60945168871,,IBRD only2008
Europe,,2003,727134016,,,,Europe2003,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IBRD only,,2009,,,8987.6714001266,,IBRD only2009
Europe,,2004,728150016,,,,Europe2004,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IBRD only,,2010,,,9577.65174750835,,IBRD only2010
Europe,,2005,729288000,,,,Europe2005,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IBRD only,,2011,,,10067.0289689035,,IBRD only2011
Europe,,2006,730547008,,,,Europe2006,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IBRD only,,2012,,,10480.0420930961,,IBRD only2012
Europe,,2007,731939008,,,,Europe2007,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IBRD only,,2013,,,10905.7843000805,,IBRD only2013
Europe,,2008,733416000,,,,Europe2008,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IBRD only,,2014,,,11297.3459840026,,IBRD only2014
Europe,,2009,734923008,,,,Europe2009,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IBRD only,,2015,,,11668.5875500646,,IBRD only2015
Europe,,2010,736412992,,,,Europe2010,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IBRD only,,2016,,,12094.1505623391,,IBRD only2016
Europe,,2011,737851008,,,,Europe2011,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IBRD only,,2017,,,12592.0520597333,9.31854801427232,IBRD only2017
Europe,,2012,739225024,,,,Europe2012,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA & IBRD total,,1990,,,4315.71988148002,,IDA & IBRD total1990
Europe,,2013,740542016,,,,Europe2013,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA & IBRD total,,1991,,,4274.01948889909,,IDA & IBRD total1991
Europe,,2014,741817984,,,,Europe2014,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA & IBRD total,,1992,,,4244.45528261166,,IDA & IBRD total1992
Europe,,2015,743059008,,,,Europe2015,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA & IBRD total,,1993,,,4289.35503353674,,IDA & IBRD total1993
Europe,,2016,744268992,,,,Europe2016,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA & IBRD total,,1994,,,4321.76033478303,,IDA & IBRD total1994
Europe,,2017,745414976,,,,Europe2017,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA & IBRD total,,1995,,,4416.93638462988,,IDA & IBRD total1995
Europe,,2018,746419008,,,,Europe2018,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA & IBRD total,,1996,,,4570.20842189428,,IDA & IBRD total1996
Europe,,2019,747182976,,,,Europe2019,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA & IBRD total,,1997,,,4713.30648051084,,IDA & IBRD total1997
Europe & Central Asia,,1960,,,,67.0374456460047,Europe & Central Asia1960,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA & IBRD total,,1998,,,4738.57000019138,,IDA & IBRD total1998
Europe & Central Asia,,1961,,,,67.4005976377579,Europe & Central Asia1961,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA & IBRD total,,1999,,,4844.08652442082,,IDA & IBRD total1999
Europe & Central Asia,,1962,,,,67.4934192939521,Europe & Central Asia1962,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA & IBRD total,,2000,,,5040.34251338189,,IDA & IBRD total2000
Europe & Central Asia,,1963,,,,67.7620035001948,Europe & Central Asia1963,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA & IBRD total,,2001,,,5151.41890177372,,IDA & IBRD total2001
Europe & Central Asia,,1964,,,,68.1580799970085,Europe & Central Asia1964,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA & IBRD total,,2002,,,5300.55684087308,,IDA & IBRD total2002
Europe & Central Asia,,1965,,,,68.3084212633907,Europe & Central Asia1965,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA & IBRD total,,2003,,,5531.21698004635,,IDA & IBRD total2003
Europe & Central Asia,,1966,,,,68.5175324284995,Europe & Central Asia1966,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA & IBRD total,,2004,,,5893.53026966627,,IDA & IBRD total2004
Europe & Central Asia,,1967,,,,68.6405382502617,Europe & Central Asia1967,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA & IBRD total,,2005,,,6228.06187697219,,IDA & IBRD total2005
Europe & Central Asia,,1968,,,,68.7097583717102,Europe & Central Asia1968,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA & IBRD total,,2006,,,6643.93201925438,,IDA & IBRD total2006
Europe & Central Asia,,1969,,,,68.7156212172011,Europe & Central Asia1969,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA & IBRD total,,2007,,,7126.30541961868,,IDA & IBRD total2007
Europe & Central Asia,,1970,,,,68.9930416292631,Europe & Central Asia1970,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA & IBRD total,,2008,,,7426.64951724863,,IDA & IBRD total2008
Europe & Central Asia,,1971,,,,69.1296280236473,Europe & Central Asia1971,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA & IBRD total,,2009,,,7536.03265256477,,IDA & IBRD total2009
Europe & Central Asia,,1972,,,,69.3337813198581,Europe & Central Asia1972,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA & IBRD total,,2010,,,7994.26913286111,,IDA & IBRD total2010
Europe & Central Asia,,1973,,,,69.4290308953883,Europe & Central Asia1973,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA & IBRD total,,2011,,,8367.25083629487,,IDA & IBRD total2011
Europe & Central Asia,,1974,,,,69.6327499413669,Europe & Central Asia1974,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA & IBRD total,,2012,,,8680.85615911968,,IDA & IBRD total2012
Europe & Central Asia,,1975,,,,69.6073868567392,Europe & Central Asia1975,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA & IBRD total,,2013,,,9010.16830681922,,IDA & IBRD total2013
Europe & Central Asia,,1976,,,,69.7082024689227,Europe & Central Asia1976,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA & IBRD total,,2014,,,9312.12145254924,,IDA & IBRD total2014
Europe & Central Asia,,1977,,,,69.8806867259641,Europe & Central Asia1977,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA & IBRD total,,2015,,,9584.725756519,,IDA & IBRD total2015
Europe & Central Asia,,1978,,,,69.9700990595614,Europe & Central Asia1978,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA & IBRD total,,2016,,,9891.7464709101,,IDA & IBRD total2016
Europe & Central Asia,,1979,,,,70.0890978259054,Europe & Central Asia1979,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA & IBRD total,,2017,,,10262.7073568655,8.63369958811953,IDA & IBRD total2017
Europe & Central Asia,,1980,,,,70.1934279521688,Europe & Central Asia1980,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA blend,,1990,,,2997.25739056211,,IDA blend1990
Europe & Central Asia,,1981,,,,70.4584916655522,Europe & Central Asia1981,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA blend,,1991,,,2974.1143478119,,IDA blend1991
Europe & Central Asia,,1982,,,,70.749550835508,Europe & Central Asia1982,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA blend,,1992,,,2959.09642953494,,IDA blend1992
Europe & Central Asia,,1983,,,,70.8190152041582,Europe & Central Asia1983,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA blend,,1993,,,2922.07086795418,,IDA blend1993
Europe & Central Asia,,1984,,,,70.9693904167093,Europe & Central Asia1984,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA blend,,1994,,,2912.42516868893,,IDA blend1994
Europe & Central Asia,,1985,,,,71.1819401235027,Europe & Central Asia1985,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA blend,,1995,,,2913.67975751923,,IDA blend1995
Europe & Central Asia,,1986,,,,71.6669562406911,Europe & Central Asia1986,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA blend,,1996,,,2978.55093342502,,IDA blend1996
Europe & Central Asia,,1987,,,,71.8838535317715,Europe & Central Asia1987,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA blend,,1997,,,2963.8073482982,,IDA blend1997
Europe & Central Asia,,1988,,,,72.0114845907485,Europe & Central Asia1988,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA blend,,1998,,,2972.88042415097,,IDA blend1998
Europe & Central Asia,,1989,,,,72.0741689644662,Europe & Central Asia1989,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA blend,,1999,,,2972.38038949374,,IDA blend1999
Europe & Central Asia,,1990,,,,72.0771679099716,Europe & Central Asia1990,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA blend,,2000,,,3020.93764483374,,IDA blend2000
Europe & Central Asia,,1991,,,,71.986385639882,Europe & Central Asia1991,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA blend,,2001,,,3045.70992519692,,IDA blend2001
Europe & Central Asia,,1992,,,,71.9162978905402,Europe & Central Asia1992,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA blend,,2002,,,3067.27231654098,,IDA blend2002
Europe & Central Asia,,1993,,,,71.5985239333488,Europe & Central Asia1993,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA blend,,2003,,,3176.22918256173,,IDA blend2003
Europe & Central Asia,,1994,,,,71.6666366045067,Europe & Central Asia1994,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA blend,,2004,,,3603.2919644282,,IDA blend2004
Europe & Central Asia,,1995,,,950.305604802275,71.7656136987534,Europe & Central Asia1995,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA blend,,2005,,,3718.94104009789,,IDA blend2005
Europe & Central Asia,,1996,,,998.082547113073,72.1519851487876,Europe & Central Asia1996,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA blend,,2006,,,3887.99520403465,,IDA blend2006
Europe & Central Asia,,1997,,,1050.2258105115,72.5588883093229,Europe & Central Asia1997,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA blend,,2007,,,4025.75416224544,,IDA blend2007
Europe & Central Asia,,1998,,,1089.99010074436,72.8664639502896,Europe & Central Asia1998,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA blend,,2008,,,4085.87617234027,,IDA blend2008
Europe & Central Asia,,1999,,,1142.25582831029,72.91646444651,Europe & Central Asia1999,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA blend,,2009,,,4183.01147490072,,IDA blend2009
Europe & Central Asia,,2000,,,1224.82906389205,73.0708005190979,Europe & Central Asia2000,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA blend,,2010,,,4301.15029327546,,IDA blend2010
Europe & Central Asia,,2001,,,1320.20664553417,73.346569435618,Europe & Central Asia2001,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA blend,,2011,,,4390.12438252999,,IDA blend2011
Europe & Central Asia,,2002,,,1418.12849882839,73.4337937270446,Europe & Central Asia2002,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA blend,,2012,,,4478.94620353048,,IDA blend2012
Europe & Central Asia,,2003,,,1497.56425738429,73.545114174309,Europe & Central Asia2003,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA blend,,2013,,,4602.5416621231,,IDA blend2013
Europe & Central Asia,,2004,,,1581.97370582454,73.9782434688798,Europe & Central Asia2004,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA blend,,2014,,,4750.45039269773,,IDA blend2014
Europe & Central Asia,,2005,,,1699.87843715635,74.1398942484846,Europe & Central Asia2005,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA blend,,2015,,,4831.11323290393,,IDA blend2015
Europe & Central Asia,,2006,,,1860.15803731948,74.634339026746,Europe & Central Asia2006,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA blend,,2016,,,4835.55387870705,,IDA blend2016
Europe & Central Asia,,2007,,,1972.15780102611,74.9905084966995,Europe & Central Asia2007,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA blend,,2017,,,4885.77230117524,5.70425990166745,IDA blend2017
Europe & Central Asia,,2008,,,2171.15574907786,75.2474934805903,Europe & Central Asia2008,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA only,,1990,,,1489.08220923693,,IDA only1990
Europe & Central Asia,,2009,,,2296.42655051573,75.6407690582016,Europe & Central Asia2009,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA only,,1991,,,1470.93991645738,,IDA only1991
Europe & Central Asia,,2010,,,2320.37695677526,75.9292326451287,Europe & Central Asia2010,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA only,,1992,,,1442.90183269016,,IDA only1992
Europe & Central Asia,,2011,,,2397.61094485758,76.4417573702601,Europe & Central Asia2011,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA only,,1993,,,1435.14281353482,,IDA only1993
Europe & Central Asia,,2012,,,2461.09060137967,76.588404959959,Europe & Central Asia2012,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA only,,1994,,,1409.17866070668,,IDA only1994
Europe & Central Asia,,2013,,,2516.46011824977,76.901452601713,Europe & Central Asia2013,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA only,,1995,,,1438.40395535237,,IDA only1995
Europe & Central Asia,,2014,,,2578.14824979516,77.2175838243798,Europe & Central Asia2014,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA only,,1996,,,1475.26786595554,,IDA only1996
Europe & Central Asia,,2015,,,,77.1566342219048,Europe & Central Asia2015,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA only,,1997,,,1505.17957813729,,IDA only1997
Europe & Central Asia,,2016,,,,77.281446041516,Europe & Central Asia2016,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA only,,1998,,,1527.71049798495,,IDA only1998
Europe & Central Asia (IDA & IBRD),,1960,,,,63.8341124187175,Europe & Central Asia (IDA & IBRD)1960,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA only,,1999,,,1555.60946140352,,IDA only1999
Europe & Central Asia (IDA & IBRD),,1961,,,,64.3093402264583,Europe & Central Asia (IDA & IBRD)1961,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA only,,2000,,,1586.15783772853,,IDA only2000
Europe & Central Asia (IDA & IBRD),,1962,,,,64.6286669258568,Europe & Central Asia (IDA & IBRD)1962,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA only,,2001,,,1629.91350305801,,IDA only2001
Europe & Central Asia (IDA & IBRD),,1963,,,,65.0492993703047,Europe & Central Asia (IDA & IBRD)1963,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA only,,2002,,,1654.24713843073,,IDA only2002
Europe & Central Asia (IDA & IBRD),,1964,,,,65.3429154047332,Europe & Central Asia (IDA & IBRD)1964,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA only,,2003,,,1702.35774932203,,IDA only2003
Europe & Central Asia (IDA & IBRD),,1965,,,,65.622508617683,Europe & Central Asia (IDA & IBRD)1965,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA only,,2004,,,1763.01868370749,,IDA only2004
Europe & Central Asia (IDA & IBRD),,1966,,,,65.8133787787159,Europe & Central Asia (IDA & IBRD)1966,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA only,,2005,,,1840.84414339234,,IDA only2005
Europe & Central Asia (IDA & IBRD),,1967,,,,65.8824027304617,Europe & Central Asia (IDA & IBRD)1967,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA only,,2006,,,1919.75310338036,,IDA only2006
Europe & Central Asia (IDA & IBRD),,1968,,,,66.0888368599591,Europe & Central Asia (IDA & IBRD)1968,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA only,,2007,,,2013.77019747821,,IDA only2007
Europe & Central Asia (IDA & IBRD),,1969,,,,66.1187527205733,Europe & Central Asia (IDA & IBRD)1969,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA only,,2008,,,2094.42656462643,,IDA only2008
Europe & Central Asia (IDA & IBRD),,1970,,,,66.3511714386694,Europe & Central Asia (IDA & IBRD)1970,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA only,,2009,,,2149.80491502066,,IDA only2009
Europe & Central Asia (IDA & IBRD),,1971,,,,66.5090818386085,Europe & Central Asia (IDA & IBRD)1971,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA only,,2010,,,2233.14364698314,,IDA only2010
Europe & Central Asia (IDA & IBRD),,1972,,,,66.648687443067,Europe & Central Asia (IDA & IBRD)1972,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA only,,2011,,,2283.26652524948,,IDA only2011
Europe & Central Asia (IDA & IBRD),,1973,,,,66.7475262709514,Europe & Central Asia (IDA & IBRD)1973,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA only,,2012,,,2343.90738784959,,IDA only2012
Europe & Central Asia (IDA & IBRD),,1974,,,,66.8846900267629,Europe & Central Asia (IDA & IBRD)1974,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA only,,2013,,,2437.71287630633,,IDA only2013
Europe & Central Asia (IDA & IBRD),,1975,,,,66.6787324890999,Europe & Central Asia (IDA & IBRD)1975,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA only,,2014,,,2520.01043173503,,IDA only2014
Europe & Central Asia (IDA & IBRD),,1976,,,,66.675722614343,Europe & Central Asia (IDA & IBRD)1976,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA only,,2015,,,2557.88058776353,,IDA only2015
Europe & Central Asia (IDA & IBRD),,1977,,,,66.6604473314611,Europe & Central Asia (IDA & IBRD)1977,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA only,,2016,,,2607.49063399564,,IDA only2016
Europe & Central Asia (IDA & IBRD),,1978,,,,66.7114070032987,Europe & Central Asia (IDA & IBRD)1978,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA only,,2017,,,2709.62244846193,6.31281788874048,IDA only2017
Europe & Central Asia (IDA & IBRD),,1979,,,,66.6942900929315,Europe & Central Asia (IDA & IBRD)1979,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA total,,1990,,,2009.99893000172,,IDA total1990
Europe & Central Asia (IDA & IBRD),,1980,,,,66.741450410129,Europe & Central Asia (IDA & IBRD)1980,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA total,,1991,,,1990.0487101449,,IDA total1991
Europe & Central Asia (IDA & IBRD),,1981,,,,67.022241597021,Europe & Central Asia (IDA & IBRD)1981,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA total,,1992,,,1966.74133144016,,IDA total1992
Europe & Central Asia (IDA & IBRD),,1982,,,,67.3269582454803,Europe & Central Asia (IDA & IBRD)1982,,2017,,,19241.7025065444,7.90492612237652,,,,,,,,,,,,,IDA total,,1993,,,1947.70006552007,,IDA total1993
